Country;NUTS_Code;Air_Pollutant;Outcome;Affected_Population;Populated_Area[km2];Air_Pollution_Average[ug/m3];Value;;;;;;;;
Poland;PL823;PM2.5;Ischemic heart disease;444278,00;2789,40;14,10;1800,00;;;;;;;;
Germany;DEB38;NO2;Stroke;38806,00;30,60;15,20;1,00;;;;;;;;
Poland;PL913;PM2.5;Ischemic heart disease;425358,00;2103,20;14,70;1741,00;;;;;;;;
Poland;PL923;PM2.5;Ischemic heart disease;240712,00;2979,60;14,00;958,00;;;;;;;;
Poland;PL925;PM2.5;Ischemic heart disease;305481,00;4349,20;12,40;1067,00;;;;;;;;
Poland;PL;PM2.5;Lung cancer;27573361,00;196199,60;13,10;585,00;;;;;;;;
Poland;PL2;PM2.5;Lung cancer;5693892,00;20846,50;16,40;154,00;;;;;;;;
Poland;PL4;PM2.5;Lung cancer;4430396,00;33296,10;12,70;83,00;;;;;;;;
Poland;PL5;PM2.5;Lung cancer;2817539,00;14671,00;13,90;60,00;;;;;;;;
Poland;PL6;PM2.5;Lung cancer;4164695,00;37923,90;11,50;71,00;;;;;;;;
Poland;PL8;PM2.5;Lung cancer;3944939,00;39040,00;12,00;72,00;;;;;;;;
Poland;PL9;PM2.5;Lung cancer;3782891,00;27628,50;13,40;79,00;;;;;;;;
Poland;PL7;PM2.5;Lung cancer;2739006,00;22793,60;14,70;62,00;;;;;;;;
Poland;PL42;PM2.5;Lung cancer;1226444,00;8544,60;10,10;17,00;;;;;;;;
Poland;PL41;PM2.5;Lung cancer;2471610,00;19826,30;14,10;54,00;;;;;;;;
Poland;PL22;PM2.5;Lung cancer;3316830,00;8806,30;17,20;93,00;;;;;;;;
Poland;PL63;PM2.5;Lung cancer;1619695,00;10532,60;10,40;25,00;;;;;;;;
Poland;PL72;PM2.5;Lung cancer;918737,00;8374,70;14,60;20,00;;;;;;;;
Poland;PL51;PM2.5;Lung cancer;2089045,00;10059,60;13,40;45,00;;;;;;;;
Poland;PL21;PM2.5;Lung cancer;2377062,00;12040,20;15,80;61,00;;;;;;;;
Poland;PL43;PM2.5;Lung cancer;732341,00;4925,20;11,50;11,00;;;;;;;;
Poland;PL62;PM2.5;Lung cancer;1040594,00;13440,40;10,40;15,00;;;;;;;;
Poland;PL71;PM2.5;Lung cancer;1820268,00;14418,90;14,80;42,00;;;;;;;;
Poland;PL82;PM2.5;Lung cancer;1525301,00;10439,30;13,50;29,00;;;;;;;;
Poland;PL84;PM2.5;Lung cancer;861469,00;11725,80;10,10;13,00;;;;;;;;
Poland;PL91;PM2.5;Lung cancer;2073245,00;5110,20;14,60;47,00;;;;;;;;
Poland;PL52;PM2.5;Lung cancer;728493,00;4611,30;15,10;15,00;;;;;;;;
Poland;PL61;PM2.5;Lung cancer;1504405,00;13950,90;13,30;29,00;;;;;;;;
Poland;PL81;PM2.5;Lung cancer;1558168,00;16874,90;12,40;29,00;;;;;;;;
Poland;PL92;PM2.5;Lung cancer;1709646,00;22518,30;13,10;32,00;;;;;;;;
Poland;PL213;PM2.5;Lung cancer;544759,00;313,90;22,90;18,00;;;;;;;;
Poland;PL218;PM2.5;Lung cancer;377715,00;2652,40;13,60;7,00;;;;;;;;
Poland;PL217;PM2.5;Lung cancer;331788,00;2318,30;15,80;7,00;;;;;;;;
Poland;PL219;PM2.5;Lung cancer;242648,00;1520,00;12,80;4,00;;;;;;;;
Poland;PL21A;PM2.5;Lung cancer;398663,00;1679,20;17,80;10,00;;;;;;;;
Poland;PL227;PM2.5;Lung cancer;458339,00;1025,50;19,40;12,00;;;;;;;;
Poland;PL229;PM2.5;Lung cancer;340349,00;565,60;18,70;9,00;;;;;;;;
Poland;PL214;PM2.5;Lung cancer;481487,00;3556,30;17,10;12,00;;;;;;;;
Poland;PL224;PM2.5;Lung cancer;379805,00;2151,90;15,40;9,00;;;;;;;;
Poland;PL411;PM2.5;Lung cancer;297800,00;3412,80;12,30;5,00;;;;;;;;
Poland;PL414;PM2.5;Lung cancer;472936,00;5196,90;14,60;10,00;;;;;;;;
Poland;PL424;PM2.5;Lung cancer;291307,00;181,10;13,00;5,00;;;;;;;;
Poland;PL427;PM2.5;Lung cancer;316070,00;3584,90;10,20;4,00;;;;;;;;
Poland;PL22B;PM2.5;Lung cancer;513022,00;1283,50;17,80;15,00;;;;;;;;
Poland;PL22C;PM2.5;Lung cancer;280237,00;731,20;20,30;8,00;;;;;;;;
Poland;PL22A;PM2.5;Lung cancer;548208,00;307,50;22,20;17,00;;;;;;;;
Poland;PL416;PM2.5;Lung cancer;481504,00;4395,70;14,70;10,00;;;;;;;;
Poland;PL418;PM2.5;Lung cancer;422649,00;3172,20;14,60;9,00;;;;;;;;
Poland;PL432;PM2.5;Lung cancer;455284,00;2782,60;11,70;7,00;;;;;;;;
Poland;PL225;PM2.5;Lung cancer;470612,00;1867,00;15,50;11,00;;;;;;;;
Poland;PL228;PM2.5;Lung cancer;326254,00;874,00;16,60;8,00;;;;;;;;
Poland;PL428;PM2.5;Lung cancer;361393,00;2733,10;10,10;4,00;;;;;;;;
Poland;PL516;PM2.5;Lung cancer;326267,00;1583,10;13,60;7,00;;;;;;;;
Poland;PL415;PM2.5;Lung cancer;402124,00;237,10;18,50;10,00;;;;;;;;
Poland;PL518;PM2.5;Lung cancer;403899,00;3294,80;14,60;8,00;;;;;;;;
Poland;PL431;PM2.5;Lung cancer;277057,00;2142,60;11,30;4,00;;;;;;;;
Poland;PL622;PM2.5;Lung cancer;446702,00;5821,30;10,40;6,00;;;;;;;;
Poland;PL617;PM2.5;Lung cancer;265277,00;2929,80;13,80;5,00;;;;;;;;
Poland;PL523;PM2.5;Lung cancer;274786,00;1787,90;14,60;5,00;;;;;;;;
Poland;PL637;PM2.5;Lung cancer;160252,00;2121,00;10,00;2,00;;;;;;;;
Poland;PL616;PM2.5;Lung cancer;281223,00;3540,80;12,70;5,00;;;;;;;;
Poland;PL613;PM2.5;Lung cancer;554328,00;2006,50;13,70;11,00;;;;;;;;
Poland;PL634;PM2.5;Lung cancer;382739,00;2997,00;10,20;5,00;;;;;;;;
Poland;PL524;PM2.5;Lung cancer;453707,00;2823,40;15,40;9,00;;;;;;;;
Poland;PL618;PM2.5;Lung cancer;138252,00;2233,60;11,60;2,00;;;;;;;;
Poland;PL619;PM2.5;Lung cancer;265322,00;3240,20;14,20;5,00;;;;;;;;
Poland;PL621;PM2.5;Lung cancer;384763,00;4428,40;11,10;5,00;;;;;;;;
Poland;PL633;PM2.5;Lung cancer;526396,00;333,50;13,00;9,00;;;;;;;;
Poland;PL712;PM2.5;Lung cancer;275696,00;1907,60;15,20;6,00;;;;;;;;
Poland;PL722;PM2.5;Lung cancer;357472,00;5027,40;14,80;7,00;;;;;;;;
Poland;PL623;PM2.5;Lung cancer;209128,00;3190,70;9,70;2,00;;;;;;;;
Poland;PL636;PM2.5;Lung cancer;240474,00;2247,20;9,30;3,00;;;;;;;;
Poland;PL713;PM2.5;Lung cancer;428743,00;4288,40;14,60;9,00;;;;;;;;
Poland;PL638;PM2.5;Lung cancer;309833,00;2833,90;11,60;5,00;;;;;;;;
Poland;PL714;PM2.5;Lung cancer;325389,00;4468,30;14,60;6,00;;;;;;;;
Poland;PL822;PM2.5;Lung cancer;285933,00;2261,70;12,80;4,00;;;;;;;;
Poland;PL426;PM2.5;Lung cancer;257673,00;2045,50;9,50;3,00;;;;;;;;
Poland;PL721;PM2.5;Lung cancer;561264,00;3347,30;14,30;12,00;;;;;;;;
Poland;PL811;PM2.5;Lung cancer;221607,00;3694,00;11,30;3,00;;;;;;;;
Poland;PL821;PM2.5;Lung cancer;349186,00;2583,70;12,10;5,00;;;;;;;;
Poland;PL812;PM2.5;Lung cancer;466324,00;6017,00;12,00;8,00;;;;;;;;
Poland;PL911;PM2.5;Lung cancer;1223108,00;487,30;17,20;30,00;;;;;;;;
Poland;PL417;PM2.5;Lung cancer;394594,00;3411,60;13,80;8,00;;;;;;;;
Poland;PL815;PM2.5;Lung cancer;355710,00;3768,20;13,40;6,00;;;;;;;;
Poland;PL824;PM2.5;Lung cancer;445902,00;2804,60;14,70;9,00;;;;;;;;
Poland;PL842;PM2.5;Lung cancer;296627,00;4830,40;10,70;4,00;;;;;;;;
Poland;PL823;PM2.5;Lung cancer;444278,00;2789,40;14,10;8,00;;;;;;;;
Poland;PL843;PM2.5;Lung cancer;199895,00;3893,90;9,50;2,00;;;;;;;;
Poland;PL814;PM2.5;Lung cancer;514526,00;3395,60;13,20;11,00;;;;;;;;
Poland;PL514;PM2.5;Lung cancer;452165,00;246,00;18,00;11,00;;;;;;;;
Poland;PL515;PM2.5;Lung cancer;415969,00;2557,00;11,70;7,00;;;;;;;;
Poland;PL841;PM2.5;Lung cancer;364947,00;3001,50;10,10;6,00;;;;;;;;
Poland;PL921;PM2.5;Lung cancer;448598,00;4177,60;14,30;9,00;;;;;;;;
Poland;PL517;PM2.5;Lung cancer;490743,00;2378,70;13,00;10,00;;;;;;;;
Poland;PL912;PM2.5;Lung cancer;424778,00;2519,70;14,10;8,00;;;;;;;;
Poland;PL922;PM2.5;Lung cancer;249182,00;4178,30;12,90;4,00;;;;;;;;
Poland;PL923;PM2.5;Lung cancer;240712,00;2979,60;14,00;4,00;;;;;;;;
Poland;PL924;PM2.5;Lung cancer;279808,00;4609,30;11,80;4,00;;;;;;;;
Poland;PL711;PM2.5;Lung cancer;522960,00;281,10;18,30;14,00;;;;;;;;
Poland;PL715;PM2.5;Lung cancer;267479,00;3473,50;14,60;5,00;;;;;;;;
Poland;PL913;PM2.5;Lung cancer;425358,00;2103,20;14,70;8,00;;;;;;;;
Poland;PL925;PM2.5;Lung cancer;305481,00;4349,20;12,40;5,00;;;;;;;;
Poland;PL926;PM2.5;Lung cancer;185863,00;2224,40;14,40;3,00;;;;;;;;
Poland;PL;PM2.5;Lung cancer;27573361,00;196199,60;13,10;56754,00;;;;;;;;
Germany;DEB38;PM2.5;Stroke;38806,00;30,60;9,70;3,00;;;;;;;;
Poland;PL2;PM2.5;Lung cancer;5693892,00;20846,50;16,40;15140,00;;;;;;;;
Italy;ITC4A;PM2.5;Diabetes Mellitus;281973,00;1404,10;21,50;94,00;;;;;;;;
Italy;ITC18;PM2.5;Ischemic heart disease;334674,00;2709,30;15,10;94,00;;;;;;;;
Poland;PL225;PM2.5;Diabetes Mellitus;470612,00;1867,00;15,50;94,00;;;;;;;;
Poland;PL6;PM2.5;Lung cancer;4164695,00;37923,90;11,50;6859,00;;;;;;;;
Poland;PL7;PM2.5;Lung cancer;2739006,00;22793,60;14,70;6098,00;;;;;;;;
Poland;PL9;PM2.5;Lung cancer;3782891,00;27628,50;13,40;7709,00;;;;;;;;
Poland;PL431;PM2.5;Ischemic heart disease;277057,00;2142,60;11,30;94,00;;;;;;;;
Poland;PL5;PM2.5;Lung cancer;2817539,00;14671,00;13,90;5904,00;;;;;;;;
Poland;PL8;PM2.5;Lung cancer;3944939,00;39039,90;12,00;6995,00;;;;;;;;
Poland;PL4;PM2.5;Lung cancer;4430396,00;33296,10;12,70;8046,00;;;;;;;;
Croatia;HR026;PM2.5;Diabetes Mellitus;125957,00;671,70;14,80;95,00;;;;;;;;
Czechia;CZ07;PM2.5;Lung cancer;908386,00;5132,80;12,90;95,00;;;;;;;;
France;FRJ1;PM2.5;Lung cancer;1950805,00;14879,80;7,40;95,00;;;;;;;;
Germany;DEB39;NO2;Stroke;62137,00;69,90;14,00;2,00;;;;;;;;
Germany;DEB39;PM2.5;Stroke;62137,00;69,90;9,20;5,00;;;;;;;;
Germany;DEB3A;NO2;Stroke;27071,00;59,00;9,50;0,00;;;;;;;;
Poland;PL42;PM2.5;Lung cancer;1226444,00;8544,60;10,10;1669,00;;;;;;;;
Poland;PL21;PM2.5;Lung cancer;2377062,00;12040,20;15,80;6037,00;;;;;;;;
Italy;ITH35;PM2.5;Lung cancer;586806,00;1681,40;16,70;95,00;;;;;;;;
Poland;PL41;PM2.5;Lung cancer;2471610,00;19826,30;14,10;5299,00;;;;;;;;
Italy;ITC18;PM2.5;Stroke;334674,00;2709,30;15,10;95,00;;;;;;;;
Italy;ITH52;PM2.5;Stroke;352102,00;2563,50;12,60;95,00;;;;;;;;
Portugal;PT17;PM2.5;Lung cancer;2102801,00;2085,80;7,90;95,00;;;;;;;;
Portugal;PT170;PM2.5;Lung cancer;2102801,00;2085,80;7,90;95,00;;;;;;;;
Poland;PL43;PM2.5;Lung cancer;732341,00;4925,20;11,50;1077,00;;;;;;;;
Poland;PL82;PM2.5;Lung cancer;1525301,00;10439,30;13,50;2814,00;;;;;;;;
Poland;PL84;PM2.5;Lung cancer;861469,00;11725,80;10,10;1294,00;;;;;;;;
Poland;PL22;PM2.5;Lung cancer;3316830,00;8806,30;17,20;9103,00;;;;;;;;
Romania;RO42;PM2.5;Lung cancer;1269134,00;6789,20;10,70;95,00;;;;;;;;
Poland;PL51;PM2.5;Lung cancer;2089045,00;10059,60;13,40;4384,00;;;;;;;;
Poland;PL61;PM2.5;Lung cancer;1504405,00;13950,90;13,30;2851,00;;;;;;;;
Poland;PL52;PM2.5;Lung cancer;728493,00;4611,30;15,10;1519,00;;;;;;;;
Romania;RO221;PM2.5;Stroke;223868,00;700,20;11,20;95,00;;;;;;;;
Poland;PL72;PM2.5;Lung cancer;918737,00;8374,70;14,60;1957,00;;;;;;;;
Poland;PL81;PM2.5;Lung cancer;1558168,00;16874,90;12,40;2886,00;;;;;;;;
Serbia;RS215;PM2.5;Stroke;153018,00;1361,30;15,60;95,00;;;;;;;;
Poland;PL63;PM2.5;Lung cancer;1619695,00;10532,60;10,40;2493,00;;;;;;;;
Slovakia;SK022;PM2.5;Stroke;443140,00;1886,40;12,10;95,00;;;;;;;;
Austria;AT12;PM2.5;Stroke;1305023,00;11103,40;8,80;96,00;;;;;;;;
Bulgaria;BG342;PM2.5;Stroke;142383,00;543,10;10,70;96,00;;;;;;;;
Poland;PL91;PM2.5;Lung cancer;2073245,00;5110,20;14,60;4601,00;;;;;;;;
Poland;PL92;PM2.5;Lung cancer;1709646,00;22518,30;13,10;3108,00;;;;;;;;
Germany;DEB3A;PM2.5;Stroke;27071,00;59,00;7,80;1,00;;;;;;;;
Germany;DEB3B;NO2;Stroke;98666,00;310,10;11,40;2,00;;;;;;;;
Poland;PL62;PM2.5;Lung cancer;1040594,00;13440,40;10,40;1514,00;;;;;;;;
Poland;PL71;PM2.5;Lung cancer;1820268,00;14418,90;14,80;4141,00;;;;;;;;
Greece;EL4;PM2.5;Lung cancer;782281,00;3951,30;9,60;96,00;;;;;;;;
Poland;PL213;PM2.5;Lung cancer;544759,00;313,90;22,90;1856,00;;;;;;;;
Poland;PL214;PM2.5;Lung cancer;481487,00;3556,30;17,10;1197,00;;;;;;;;
Poland;PL218;PM2.5;Lung cancer;377715,00;2652,40;13,60;751,00;;;;;;;;
Greece;EL61;PM2.5;Lung cancer;549134,00;2140,50;11,60;96,00;;;;;;;;
Italy;ITC16;PM2.5;Diabetes Mellitus;470140,00;4035,00;12,30;96,00;;;;;;;;
Poland;PL225;PM2.5;Lung cancer;470612,00;1867,00;15,50;1121,00;;;;;;;;
Italy;ITH55;PM2.5;Lung cancer;766076,00;3244,90;13,40;96,00;;;;;;;;
Poland;PL722;PM2.5;Stroke;357472,00;5027,40;14,80;96,00;;;;;;;;
Poland;PL515;PM2.5;Stroke;415969,00;2557,00;11,70;96,00;;;;;;;;
Romania;RO123;PM2.5;Ischemic heart disease;146453,00;779,50;11,60;96,00;;;;;;;;
Bulgaria;BG34;PM2.5;Diabetes Mellitus;765125,00;3089,40;11,40;97,00;;;;;;;;
Croatia;HR02;PM2.5;Chronic obstructive pulmonary disease;862273,00;9144,60;11,40;97,00;;;;;;;;
Poland;PL22A;PM2.5;Lung cancer;548208,00;307,50;22,20;1704,00;;;;;;;;
Poland;PL217;PM2.5;Lung cancer;331788,00;2318,30;15,80;753,00;;;;;;;;
Poland;PL21A;PM2.5;Lung cancer;398663,00;1679,20;17,80;1009,00;;;;;;;;
France;FR105;PM2.5;Ischemic heart disease;1134099,00;173,50;11,50;97,00;;;;;;;;
Poland;PL411;PM2.5;Lung cancer;297800,00;3412,80;12,30;514,00;;;;;;;;
France;FRL04;PM2.5;Lung cancer;1444495,00;3270,80;9,60;97,00;;;;;;;;
Poland;PL428;PM2.5;Lung cancer;361393,00;2733,10;10,10;448,00;;;;;;;;
Germany;DEB3B;PM2.5;Stroke;98666,00;310,10;8,60;7,00;;;;;;;;
Poland;PL22C;PM2.5;Lung cancer;280237,00;731,20;20,30;803,00;;;;;;;;
Hungary;HU323;PM2.5;Diabetes Mellitus;409430,00;1964,80;14,40;97,00;;;;;;;;
Poland;PL228;PM2.5;Lung cancer;326254,00;874,00;16,60;873,00;;;;;;;;
Ireland;IE06;PM2.5;Ischemic heart disease;1644924,00;12082,60;5,90;97,00;;;;;;;;
Poland;PL415;PM2.5;Lung cancer;402124,00;237,10;18,50;1068,00;;;;;;;;
Poland;PL229;PM2.5;Lung cancer;340349,00;565,60;18,70;939,00;;;;;;;;
Poland;PL416;PM2.5;Lung cancer;481504,00;4395,70;14,70;1030,00;;;;;;;;
Poland;PL71;PM2.5;Chronic obstructive pulmonary disease;1820268,00;14418,90;14,80;97,00;;;;;;;;
Serbia;RS216;PM2.5;Stroke;172603,00;1790,50;13,70;97,00;;;;;;;;
Spain;ES614;PM2.5;Stroke;709604,00;1311,30;10,30;97,00;;;;;;;;
Poland;PL514;PM2.5;Lung cancer;452165,00;246,00;18,00;1118,00;;;;;;;;
Czechia;CZ01;PM2.5;Lung cancer;953107,00;463,10;13,60;98,00;;;;;;;;
Poland;PL432;PM2.5;Lung cancer;455284,00;2782,60;11,70;673,00;;;;;;;;
Poland;PL523;PM2.5;Lung cancer;274786,00;1787,90;14,60;551,00;;;;;;;;
Poland;PL418;PM2.5;Lung cancer;422649,00;3172,20;14,60;918,00;;;;;;;;
Czechia;CZ010;PM2.5;Lung cancer;953107,00;463,10;13,60;98,00;;;;;;;;
Poland;PL613;PM2.5;Lung cancer;554328,00;2006,50;13,70;1133,00;;;;;;;;
Poland;PL426;PM2.5;Lung cancer;257673,00;2045,50;9,50;307,00;;;;;;;;
Poland;PL616;PM2.5;Lung cancer;281223,00;3540,80;12,70;488,00;;;;;;;;
Italy;ITC4D;PM2.5;Chronic obstructive pulmonary disease;643461,00;401,20;22,10;98,00;;;;;;;;
Italy;ITH31;PM2.5;Chronic obstructive pulmonary disease;710941,00;2604,50;18,50;98,00;;;;;;;;
Poland;PL424;PM2.5;Lung cancer;291307,00;181,10;13,00;514,00;;;;;;;;
Poland;PL43;PM2.5;Diabetes Mellitus;732341,00;4925,20;11,50;98,00;;;;;;;;
Poland;PL613;PM2.5;Diabetes Mellitus;554328,00;2006,50;13,70;98,00;;;;;;;;
Poland;PL515;PM2.5;Lung cancer;415969,00;2557,00;11,70;734,00;;;;;;;;
Poland;PL922;PM2.5;Ischemic heart disease;249182,00;4178,30;12,90;98,00;;;;;;;;
Poland;PL427;PM2.5;Lung cancer;316070,00;3584,90;10,20;398,00;;;;;;;;
Poland;PL516;PM2.5;Lung cancer;326267,00;1583,10;13,60;682,00;;;;;;;;
Poland;PL218;PM2.5;Stroke;377715,00;2652,40;13,60;98,00;;;;;;;;
Poland;PL517;PM2.5;Lung cancer;490743,00;2378,70;13,00;1033,00;;;;;;;;
Poland;PL217;PM2.5;Stroke;331788,00;2318,30;15,80;98,00;;;;;;;;
Romania;RO22;PM2.5;Chronic obstructive pulmonary disease;1759856,00;7130,00;11,10;98,00;;;;;;;;
Serbia;RS211;PM2.5;Stroke;202022,00;3479,80;9,70;98,00;;;;;;;;
Poland;PL621;PM2.5;Lung cancer;384763,00;4428,40;11,10;563,00;;;;;;;;
France;FRF1;PM2.5;Stroke;1372020,00;4671,80;8,50;99,00;;;;;;;;
Poland;PL633;PM2.5;Lung cancer;526396,00;333,50;13,00;919,00;;;;;;;;
Poland;PL634;PM2.5;Lung cancer;382739,00;2997,00;10,20;529,00;;;;;;;;
Germany;DEB3C;NO2;Stroke;104631,00;285,20;10,40;2,00;;;;;;;;
Poland;PL637;PM2.5;Lung cancer;160252,00;2121,00;10,00;219,00;;;;;;;;
Germany;DEB3C;PM2.5;Stroke;104631,00;285,20;8,10;7,00;;;;;;;;
Poland;PL219;PM2.5;Lung cancer;242648,00;1520,00;12,80;469,00;;;;;;;;
Poland;PL518;PM2.5;Lung cancer;403899,00;3294,80;14,60;815,00;;;;;;;;
Germany;DEB3D;NO2;Stroke;60095,00;343,00;8,60;0,00;;;;;;;;
Poland;PL619;PM2.5;Lung cancer;265322,00;3240,20;14,20;507,00;;;;;;;;
Poland;PL622;PM2.5;Lung cancer;446702,00;5821,30;10,40;665,00;;;;;;;;
Hungary;HU233;PM2.5;Ischemic heart disease;168112,00;928,40;11,00;99,00;;;;;;;;
Poland;PL711;PM2.5;Lung cancer;522960,00;281,10;18,30;1407,00;;;;;;;;
Poland;PL524;PM2.5;Lung cancer;453707,00;2823,40;15,40;967,00;;;;;;;;
Poland;PL618;PM2.5;Lung cancer;138252,00;2233,60;11,60;213,00;;;;;;;;
Poland;PL224;PM2.5;Lung cancer;379805,00;2151,90;15,40;901,00;;;;;;;;
Hungary;HU23;PM2.5;Lung cancer;683240,00;4014,80;11,00;99,00;;;;;;;;
Italy;ITC4B;PM2.5;Diabetes Mellitus;318116,00;1930,60;20,10;99,00;;;;;;;;
Poland;PL214;PM2.5;Diabetes Mellitus;481487,00;3556,30;17,10;99,00;;;;;;;;
Poland;PL22B;PM2.5;Lung cancer;513022,00;1283,50;17,80;1500,00;;;;;;;;
Romania;RO116;PM2.5;Ischemic heart disease;155850,00;1487,60;12,30;99,00;;;;;;;;
Poland;PL636;PM2.5;Lung cancer;240474,00;2247,20;9,30;337,00;;;;;;;;
Bulgaria;BG41;PM2.5;Chronic obstructive pulmonary disease;1536833,00;5498,80;10,10;100,00;;;;;;;;
Croatia;HR06;PM2.5;Lung cancer;598411,00;5219,90;12,50;100,00;;;;;;;;
Poland;PL227;PM2.5;Lung cancer;458339,00;1025,50;19,40;1258,00;;;;;;;;
Poland;PL814;PM2.5;Lung cancer;514526,00;3395,60;13,20;1087,00;;;;;;;;
Croatia;HR035;PM2.5;Stroke;290855,00;1861,70;9,30;100,00;;;;;;;;
Poland;PL623;PM2.5;Lung cancer;209128,00;3190,70;9,70;284,00;;;;;;;;
Czechia;CZ052;PM2.5;Diabetes Mellitus;412052,00;3211,00;12,20;100,00;;;;;;;;
Germany;DEB3D;PM2.5;Stroke;60095,00;343,00;7,70;3,00;;;;;;;;
Italy;ITF6;PM2.5;Lung cancer;1471244,00;6886,60;8,50;100,00;;;;;;;;
Italy;ITH4;PM2.5;Lung cancer;903995,00;4170,60;12,50;100,00;;;;;;;;
Poland;PL821;PM2.5;Lung cancer;349186,00;2583,70;12,10;532,00;;;;;;;;
Poland;PL711;PM2.5;Lung cancer;522960,00;281,10;18,30;100,00;;;;;;;;
Romania;RO315;PM2.5;Stroke;191253,00;771,20;13,20;100,00;;;;;;;;
Spain;ES1;PM2.5;Chronic obstructive pulmonary disease;3312880,00;14037,90;7,20;100,00;;;;;;;;
Poland;PL712;PM2.5;Lung cancer;275696,00;1907,60;15,20;615,00;;;;;;;;
Poland;PL713;PM2.5;Lung cancer;428743,00;4288,40;14,60;938,00;;;;;;;;
France;FRH;PM2.5;Diabetes Mellitus;2327030,00;26127,30;7,90;101,00;;;;;;;;
France;FRJ1;PM2.5;Diabetes Mellitus;1950805,00;14879,80;7,40;101,00;;;;;;;;
Poland;PL414;PM2.5;Lung cancer;472936,00;5196,90;14,60;985,00;;;;;;;;
Poland;PL417;PM2.5;Lung cancer;394594,00;3411,60;13,80;782,00;;;;;;;;
France;FRH0;PM2.5;Diabetes Mellitus;2327030,00;26127,30;7,90;101,00;;;;;;;;
Poland;PL431;PM2.5;Lung cancer;277057,00;2142,60;11,30;403,00;;;;;;;;
Poland;PL714;PM2.5;Lung cancer;325389,00;4468,30;14,60;667,00;;;;;;;;
Poland;PL721;PM2.5;Lung cancer;561264,00;3347,30;14,30;1226,00;;;;;;;;
France;FRL04;PM2.5;Diabetes Mellitus;1444495,00;3270,80;9,60;101,00;;;;;;;;
Germany;DEB3E;NO2;Stroke;97909,00;206,40;11,80;2,00;;;;;;;;
Poland;PL715;PM2.5;Lung cancer;267479,00;3473,50;14,60;512,00;;;;;;;;
Poland;PL843;PM2.5;Lung cancer;199895,00;3893,90;9,50;254,00;;;;;;;;
Poland;PL912;PM2.5;Lung cancer;424778,00;2519,70;14,10;826,00;;;;;;;;
Germany;DEB3E;PM2.5;Stroke;97909,00;206,40;9,20;8,00;;;;;;;;
Germany;DEB3F;NO2;Stroke;82875,00;339,00;8,30;0,00;;;;;;;;
Hungary;HU33;PM2.5;Chronic obstructive pulmonary disease;950191,00;6164,30;11,90;101,00;;;;;;;;
Lithuania;LT;PM2.5;Lung cancer;2120106,00;35587,10;8,10;101,00;;;;;;;;
Poland;PL841;PM2.5;Lung cancer;364947,00;3001,50;10,10;594,00;;;;;;;;
Poland;PL812;PM2.5;Lung cancer;466324,00;6017,00;12,00;773,00;;;;;;;;
Poland;PL911;PM2.5;Lung cancer;1223108,00;487,30;17,20;2940,00;;;;;;;;
Lithuania;LT0;PM2.5;Lung cancer;2120106,00;35587,10;8,10;101,00;;;;;;;;
Poland;PL922;PM2.5;Lung cancer;249182,00;4178,30;12,90;419,00;;;;;;;;
Poland;PL722;PM2.5;Lung cancer;357472,00;5027,40;14,80;731,00;;;;;;;;
Poland;PL811;PM2.5;Lung cancer;221607,00;3694,00;11,30;356,00;;;;;;;;
Poland;PL815;PM2.5;Lung cancer;355710,00;3768,20;13,40;669,00;;;;;;;;
Netherlands;NL41;PM2.5;Chronic obstructive pulmonary disease;1877955,00;4478,10;9,90;101,00;;;;;;;;
Poland;PL822;PM2.5;Lung cancer;285933,00;2261,70;12,80;477,00;;;;;;;;
Czechia;CZ08;PM2.5;Chronic obstructive pulmonary disease;901126,00;3272,10;14,80;102,00;;;;;;;;
Czechia;CZ080;PM2.5;Chronic obstructive pulmonary disease;901126,00;3272,10;14,80;102,00;;;;;;;;
Germany;DEB3F;PM2.5;Stroke;82875,00;339,00;7,40;4,00;;;;;;;;
Germany;DEB3G;NO2;Stroke;57336,00;342,10;7,90;0,00;;;;;;;;
Poland;PL227;PM2.5;Diabetes Mellitus;458339,00;1025,50;19,40;102,00;;;;;;;;
Poland;PL417;PM2.5;Stroke;394594,00;3411,60;13,80;102,00;;;;;;;;
Poland;PL924;PM2.5;Lung cancer;279808,00;4609,30;11,80;450,00;;;;;;;;
Poland;PL812;PM2.5;Stroke;466324,00;6017,00;12,00;102,00;;;;;;;;
Poland;PL921;PM2.5;Lung cancer;448598,00;4177,60;14,30;921,00;;;;;;;;
Poland;PL923;PM2.5;Lung cancer;240712,00;2979,60;14,00;458,00;;;;;;;;
Poland;PL617;PM2.5;Lung cancer;265277,00;2929,80;13,80;508,00;;;;;;;;
Poland;PL925;PM2.5;Lung cancer;305481,00;4349,20;12,40;510,00;;;;;;;;
Portugal;PT11A;PM2.5;Lung cancer;1321449,00;1776,20;10,80;102,00;;;;;;;;
Poland;PL926;PM2.5;Lung cancer;185863,00;2224,40;14,40;347,00;;;;;;;;
Poland;PL638;PM2.5;Lung cancer;309833,00;2833,90;11,60;488,00;;;;;;;;
Spain;ES11;PM2.5;Diabetes Mellitus;2053528,00;10145,50;6,70;102,00;;;;;;;;
Spain;ES614;PM2.5;Ischemic heart disease;709604,00;1311,30;10,30;102,00;;;;;;;;
Austria;AT3;PM2.5;Chronic obstructive pulmonary disease;2418137,00;15819,00;7,90;103,00;;;;;;;;
